text,century,city,year
поклонъ ѿ ѡксини ӏ ѡнани к родивону ӏ сестри моѥӏ татиѧни поӏдите в городъ к сеӏ недили давати ми доци а сестри моѥӏ приставницать а ѧзъ ѡсподину своѥму родивону ӏ своӏ сестри моѥӏ много целомъ бию,XIV_2,staraya-russa,1390
…‐ те даи[те] нам[ъ] в[олно] ход[и](ти) … кунахъ землю вамъ ꙩ̈цистимъ · а вамъ кланаѥмсѧ,XIV_2,novgorod,1350
[у не]здини[ца поло цетвирти р]озмири у шелви [п]… у ивана ·в· розмири у херитана розмира у см-… у липки поло цетвирти… у павла у поп(а)… у…,XIII_2,staraya-russa,1250
въ имѧ · ѻца · и сꙑна и свѧ[т]-[го д](х҃)‐ а се азъ бъ бж҃и · михаль · ѿхождѧ живота · сего · пишю · рукопсаниѥ при своѥмь · животѣ · что ми кобил[ъ]ке и ·в҃· рублѧ вѣдатис[ѧ бра]‐ (т)ии моѥи а дѣт[е]мъ · м(о)имъ [н](е) ---- -о · а г[р]амо(т)… (…),XIV_2,novgorod,1390
…и око ми кр…,XIII_2,staraya-russa,1250
ѿ бориса · ко ностасии · како · приде · сѧ · грамота · тако · пришли ми · цоловѣкъ · на жерепцѣ зане ми · здѣсе · дѣлъ · много · да пришли · сороцицю · сороцицѣ забꙑле ·,XIV_2,novgorod,1390
оленечьваѧ въдала роукоу въ трехъ гривенахъ гюрегевии рекла тако ѧко же есмо в анихъ вѣверичахъ тако же во сихъ :×: торолина грамта,XII_2,staraya-russa,1190
… (пр)[оклꙋ и] наꙋмꙋ со лѣновихтомо ӏ цѣлованиѥ не надоби … побѣглѣ во нѣмьцѣ а товаро ꙋ …,XIV_2,novgorod,1370
…цанес… …[н]окаоу… …[л]ѣно… …[а]леск… Оборот …анесм… …ищаоу… …-лим[а]… …скѣза…,XII_2,staraya-russa,1190
се соцетесѧ бобро со семеномо на поло теретеѧ рублѧ на г҃· годꙑ поло цтевертꙑ натцѧ гривно а руб[л]--- (…),XIV_1,novgorod,1330
......................нꙑ… ......лати..........коулот… …титьавла.......омовꙑ…,XII_2,staraya-russa,1170
"н в ж п с н д м к з а [т] с [ц] т … е ѣ ѧ и а е у а а а х о е и а … Запись читается по вертикали, столбец за столбцом: невѣжѧ писа недума каза а х[т]о се [ц]ита …",XIV_1,novgorod,1330
покло ѿ ѡлѥскадра к матьрь мовли данило григане в---- ѥсм[о с] тво…,XIV_1,staraya-russa,1330
селишки дати т,XIV_1,novgorod,1330
ма · ѿ илӏина дни до ⟦[хр҃т҃о]в⟧ велика дн҃и,XIV_1,staraya-russa,1330
(…) (на) (…)турки(нѣ) … … (ру)[б]лѣ на … …ѣ на м… … и на в… …ѧть р(ублевъ) (…),XIV_1,novgorod,1330
ѿ [б]аш[м]-… непо[ѡ]…,XIV_2,staraya-russa,1350
поклонъ · ѿ ностасьи къ гн҃у къ моѥи къ бъратьи · оу мене бориса в животѣ нѣтъ · какъ се гсдо мною попецалуѥте и моими дѣтми ·,XV_1,novgorod,1415
оу [п]роута полоутора бьрковеска ·:· оу лоутьѧна оу михаилина :е҃: розмиро ·:· оу евана оу сꙑцькова :е҃: розмиро ·:· оу смьца оу цюдокина :е҃: розмиро ·:· оу ѡслѧки :е҃: розмиро ·:· оу грьбьницина ·д҃· розмири оу пошьки ·д҃· розмири ·:· оу жихна :е҃: розмиро ·:· оу гороньцара ·д҃· розмири оу евана оу дваживова ·д҃· розмири ·:·,XIII_2,staraya-russa,1290
Средняя часть … ·г· дежи трьтие-------- (за) радославомо дижѧ семаѧ воислали ·в· деж[и] · [исполо](виѧ р)[а]дослалѧ исполовиѧ ·г··ӏ· у·‐ локи · за олександромо лонеского жита · ·г·ӏ· улоки олександре дале коромолник·у· ·г· ·у·лки верши волосе на хомутини у‐ … Конечная часть … искорми ладога ·г· дежи ондришк·у ·д· улки искормили д·ӏ· улки овиса олександрь с волосомо,XIV_2,novgorod,1370
… (ꙋ б)ориса две розмере : ꙋ тве[р]‐ [д]ѧте розмьра ꙋ евана по‐ (л)[ъ берковеска ꙋ] (-)[р]--н-,XIII_2,staraya-russa,1290
… …‐ мꙋю а ꙋ рꙋ… … ----- ꙋ зꙋекевица ·в· лососе …,XIV_1,novgorod,1310
ѿ маѯима къ онании · поведи кони ·г҃· соловои · боурꙑи орка ї седла възмї а спроста поѥди ·,XIII_2,staraya-russa,1290
… ·м҃· бьле в пꙋе :а҃: а в кокше[н](ге) … ·м҃· бьло : у [зꙋ]екн…,XIII_2,novgorod,1270
у бориса полутора бѣрковка у твьрдѧтѣ полутора у цюдина ⟦по|луто⟧ б{о}‐ ѣ у ⟦шѣлвѣ⟧ павѣ поло бѣ у игната в ро [:] оу дмитра по бѣ у жаса бѣ,XIII_2,staraya-russa,1250
поклонъ ѿ потра к марьѣ покосиле єсмь пожню и ѡзерици · оу мене сѣно ѿѧли спиши списокъ с купнои грамотѣ да пришли сѣмо кудꙑ грамота поведе дать ми розумно,XIV_1,novgorod,1330
… [въ]земи вохк…,XIII_1,staraya-russa,1210
…а оу микулици соколо оу … …стуѧ соколъ оу микифорцѧ …,XIV_1,novgorod,1330
ѿсьлицѣ к ꙑваноу крини роукавиць оленихъ,XII_2,staraya-russa,1190
покл[оно] … …[вот]омо а гра‐ (мо)[тꙋ] господине возми дворнюю ꙋ ѳоминь жене како соко‐ … … (госп)[од]ин[е] … господине торгъвати беле вод[алѳедоро] а ко мне … дворнюю грамотꙋ ели ꙋ те[бе] (…),XIV_1,novgorod,1310
…[л]ава къ ми‐ …,XII_2,staraya-russa,1170
…н[ӏ :] водомоаа локо(т)- … … [под]ошьви [п]ерь-[е]…,XIII_2,novgorod,1250
…‐ ка м[ѣсѧ](ц)…,XII_2,staraya-russa,1170
…жьвь [се]-- (гри)‐ вьно со намꙑ,XIV_1,novgorod,1330
(… у т)[у]дорка кдь у жадѣна кдь у пировѣе кдь у облика кдь у їлькь кдь …[виц]а к[дь у кузьм]ѣ [кдь у завидица] (к)[д](ь),XIII_1,staraya-russa,1210
маремеѧне,XIV_1,novgorod,1330
… [еп](к)[п]оу · а [же](ноу) … … · а · кроу·те · [е]и · н(е) … … (н)[а]болю · а · са·м[е] … (…),XII_2,staraya-russa,1170
поклоно ѿ ѡ·мроси·и · ко степаноу … ѧзо во : пороуки за си:роти · а нꙑ:н[е :] … полои води · ѧзо : вида·ю·сѧ с тоб(ою) … мꙑ·сливсѧ · та·ко бꙋдꙋ к тоби : а тꙑ · видаеши а… а дар ко соби восми · а по семо : болша боу…,XIV_1,novgorod,1330
…ноу · ѥсть · у…,XIV_2,novgorod,1350
… … [ис](п)[равить по и]зростомо поло трьтиѧ дьсѧто гривьно сьрьбра истинꙑ :ӏ҃: пудово мьду а три годъи а ное самь вьдает[е] код цо исправить кодь что взѧти а ко мне кажить о всьмо,XIII_2,novgorod,1250
…а декѧбрѧ … … еꙋгѣниѧ се … (помо)цница жь н(а)… …техо · а · ꙩнѣ за…,XIII_2,novgorod,1290
…[на ӏс]те{л}[р]ю ѥ[в]лю …,XIII_2,novgorod,1290
…ко ѥсемо …[е] · так[о] · …ен …,XIII_2,novgorod,1290
поклно ѿ матвиѧ ко ѥсиѳу ко давидову : вꙑвези ми :в҃: медведна · да веретиша : да попонь : а к‐ [о]… (…) ажь водѧ по :г҃: рꙋблѧ прода : али не водѧ нь продаӏ,XIV_1,novgorod,1310
…ъ нь ѡслушаисѧ …,XIV_2,novgorod,1350
+ поклоно ѿ ѧкова : ко (ва)силью : и ко васильеви·и : иди господин(е) : ко тимоѳью жиросл(а)вь бьщести [л]ишь дв[о]‐ рѧни с[л]ь т[и]… (…),XIV_1,novgorod,1310
… …[уд]у ожь ти будь гость мьнь жди торгуи м[нь двь гривь]‐ нь правѧ ѧ како доспьво буду а борь[ц]ь оставиво а тꙑ брать нь дьщиси сде ли ти буть тамо ли в соши ити а ци восопрашееть местиловь сꙑно цого малаго даи ту ѧ стою,XIII_2,novgorod,1250
ѿ тьр ѿ тереньтеѧ къ михалю пришьлить лошакъ съ ѧковьцем[ъ] поедуть дружина савина чадь ѧ на ѧрославли добръ здоровъ и с григоремь оуглицане замерьзьли на ѧрославли ӏ тꙑ до углеца и ту пакъ дружина,XIII_2,novgorod,1290
… хр[ь]стеѧнова жена,XIII_2,novgorod,1290
ильдатинъ селищь тьрпила,XIII_2,novgorod,1270
… иванко сꙑно дьмеѧнко,XIII_2,novgorod,1270
на смьне три гривнь со братомь,XIII_1,novgorod,1230
а [б в] г д е ж ꙅ з,XIII_1,novgorod,1210
…о ти заѧто въ треть …,XIII_1,novgorod,1210
… (гривь)‐ но а наимит[оу] … … (:-҃): гривьн[ь] …,XIII_1,novgorod,1210
…ети,XIII_1,novgorod,1210
+ въземи оу тимоще одиноу на десѧтѣ грив[ь]ноу оу въицина шоурина на конѣ и сани и хомоут[о] и воже и оголове и попоноу ·,XII_2,novgorod,1170
а водаӏ михалеви,XII_2,novgorod,1190
…[а] ко иванокуо пос…,XII_2,novgorod,1170
…ъдъ[ко]-ю-… …аї за тѧ н…,XII_2,novgorod,1170
+ѡ творимира ко ѳъмь кланѧюсѧ брать прихажѧи во дворо : ожь ти приедѧ вьрьшь а водаи ро‐ … … (м)[ол]и воньзда шюрина и моега оти вꙑволоци доскь и …,XII_2,novgorod,1190
